agent_id,mobility_type,start_pos,start_time,end_time,distance,steps,evacuated,impacted_by_landslide,stuck,final_pos,time_spent
0,NON_PWD,"(8, 104)",0,90,59.135437767890075,59,False,False,False,"(4, 163)",90
1,NON_PWD,"(75, 148)",0,90,69.8927750200262,66,False,False,False,"(9, 171)",90
2,NON_PWD,"(161, 80)",0,90,27.80287754891569,22,False,False,False,"(144, 102)",90
3,MOTOR,"(162, 98)",0,90,22.627416997969522,16,False,False,False,"(146, 114)",90
4,NON_PWD,"(208, 142)",0,90,46.84015371452148,45,False,False,False,"(163, 155)",90
5,NON_PWD,"(137, 144)",0,90,53.9351462406472,54,False,False,False,"(84, 154)",90
6,NON_PWD,"(76, 4)",0,90,111.07204868912791,81,False,False,False,"(0, 85)",90
7,MOTOR,"(193, 177)",0,90,54.08326913195984,54,False,False,False,"(139, 174)",90
8,NON_PWD,"(30, 92)",0,12,12.649110640673518,12,False,True,False,"(26, 104)",12
9,NON_PWD,"(1, 175)",0,3,4.123105625617661,4,True,False,False,"(0, 179)",3
10,NON_PWD,"(38, 51)",0,90,84.07734534343957,75,False,False,False,"(0, 126)",90
11,NON_PWD,"(159, 154)",0,18,17.88854381999832,18,False,True,False,"(143, 146)",18
12,NON_PWD,"(117, 179)",0,90,79.0,79,False,False,False,"(38, 179)",90
13,NON_PWD,"(19, 156)",0,31,29.832867780352597,23,True,False,False,"(0, 179)",31
14,NON_PWD,"(191, 115)",0,90,37.21558813185679,37,False,False,False,"(154, 111)",90
15,MOTOR,"(84, 14)",0,1,2.8284271247461903,2,False,True,False,"(82, 16)",1
16,NON_PWD,"(63, 173)",0,75,63.28506932918696,63,True,False,False,"(0, 179)",75
17,NON_PWD,"(39, 44)",0,90,86.31338250816034,77,False,False,False,"(0, 121)",90
18,NON_PWD,"(67, 132)",0,90,78.49203781276162,65,False,False,False,"(2, 176)",90
19,NON_PWD,"(152, 45)",0,90,17.204650534085253,14,False,False,False,"(142, 59)",90
20,NON_PWD,"(40, 175)",0,54,40.19950248448356,40,True,False,False,"(0, 179)",54
21,NON_PWD,"(54, 118)",0,73,81.46778504415104,61,True,False,False,"(0, 179)",73
22,INTELLECTUAL,"(128, 88)",0,90,71.40028011149536,57,False,False,False,"(71, 131)",90
23,NON_PWD,"(20, 51)",0,90,76.6550715869472,74,False,False,False,"(0, 125)",90
24,NON_PWD,"(215, 95)",0,90,52.20153254455275,50,False,False,False,"(165, 110)",90
25,NON_PWD,"(42, 80)",0,11,16.97056274847714,12,False,True,False,"(30, 92)",11
26,NON_PWD,"(184, 170)",0,90,62.64982043070834,62,False,False,False,"(122, 179)",90
27,NON_PWD,"(205, 117)",0,90,46.57252408878007,45,False,False,False,"(160, 105)",90
28,NON_PWD,"(39, 110)",0,90,0,0,False,False,False,"(39, 110)",90
29,NON_PWD,"(0, 159)",0,27,20.0,20,True,False,False,"(0, 179)",27
30,NON_PWD,"(118, 123)",0,90,65.25335240430181,65,False,False,False,"(55, 140)",90
31,NON_PWD,"(155, 100)",0,90,12.727922061357855,9,False,False,False,"(146, 109)",90
32,MOTOR,"(182, 68)",0,4,5.0,4,False,True,False,"(179, 72)",4
33,NON_PWD,"(65, 109)",0,14,15.620499351813308,12,False,True,False,"(53, 119)",14
34,NON_PWD,"(55, 91)",0,12,12.649110640673518,12,False,True,False,"(51, 103)",12
35,NON_PWD,"(43, 140)",0,54,58.05170109479997,44,True,False,False,"(0, 179)",54
36,NON_PWD,"(200, 122)",0,90,44.598206241955516,42,False,False,False,"(158, 107)",90
